,SP NO.,superfamily,family,subfamily,val genus,name,FULL NAME
1669,800786,Pyraloidea,Crambidae,Crambinae,Occidentalia,comptulatalis,Occidentalia comptulatalis (Hulst)
1670,800805,Pyraloidea,Crambidae,Crambinae,Eoreuma,densella,Eoreuma densella (Zeller)
1671,800819,Pyraloidea,Crambidae,Crambinae,Argyria,auratella,Argyria auratella (Clemens)
1672,800820,Pyraloidea,Crambidae,Crambinae,Argyria,critica,Argyria critica Forbes
1673,800821,Pyraloidea,Crambidae,Crambinae,Urola,nivalis,Urola nivalis (Drury)
1674,800831,Pyraloidea,Crambidae,Crambinae,Chilo,plejadellus,Chilo plejadellus Zincken
1675,800842,Pyraloidea,Crambidae,Crambinae,Euchromius,ocellea,Euchromius ocellea (Haworth)
1676,800845,Pyraloidea,Crambidae,Crambinae,Catoptria,trichostomus,Catoptria trichostomus (Christoph)
1677,800846,Pyraloidea,Crambidae,Crambinae,Catoptria,maculalis,Catoptria maculalis (Zetterstedt)
1678,800847,Pyraloidea,Crambidae,Crambinae,Catoptria,latiradiellus,Catoptria latiradiellus (Walker)
1679,800850,Pyraloidea,Crambidae,Crambinae,Thaumatopsis,pexellus,Thaumatopsis pexellus (Zeller)
1681,800863,Pyraloidea,Crambidae,Crambinae,Tehama,bonifatella,Tehama bonifatella (Hulst)
1682,800870,Pyraloidea,Crambidae,Crambinae,Fissicrambus,mutabilis,Fissicrambus mutabilis (Clemens)
1683,800874,Pyraloidea,Crambidae,Crambinae,Microcrambus,biguttellus,Microcrambus biguttellus (Forbes)
1684,800875,Pyraloidea,Crambidae,Crambinae,Microcrambus,elegans,Microcrambus elegans (Clemens)
1685,800877,Pyraloidea,Crambidae,Crambinae,Microcrambus,minor,Microcrambus minor (Forbes)
1686,800887,Pyraloidea,Crambidae,Crambinae,Neodactria,luteolellus,Neodactria luteolellus (Clemens)
1687,800888,Pyraloidea,Crambidae,Crambinae,Neodactria,zeellus,Neodactria zeellus (Fernald)
1688,800889,Pyraloidea,Crambidae,Crambinae,Neodactria,caliginosellus,Neodactria caliginosellus (Clemens)
1689,800890,Pyraloidea,Crambidae,Crambinae,Neodactria,murellus,Neodactria murellus (Dyar)
1690,800896,Pyraloidea,Crambidae,Crambinae,Arequipa,turbatella,Arequipa turbatella Walker
1691,800897,Pyraloidea,Crambidae,Crambinae,Pediasia,aridella,Pediasia aridella (Thunberg)
1693,800898,Pyraloidea,Crambidae,Crambinae,Pediasia,truncatellus,Pediasia truncatellus (Zetterstedt)
1694,800899,Pyraloidea,Crambidae,Crambinae,Pediasia,browerellus,Pediasia browerellus (Klots)
1695,800900,Pyraloidea,Crambidae,Crambinae,Pediasia,trisecta,Pediasia trisecta (Walker)
1696,800901,Pyraloidea,Crambidae,Crambinae,Pediasia,laciniellus,Pediasia laciniellus (Grote)
1697,800903,Pyraloidea,Crambidae,Crambinae,Pediasia,abnaki,Pediasia abnaki (Klots)
1698,800913,Pyraloidea,Crambidae,Crambinae,Raphiptera,argillaceellus,Raphiptera argillaceellus (Packard)
1699,800918,Pyraloidea,Crambidae,Crambinae,Agriphila,ruricolellus,Agriphila ruricolellus (Zeller)
1700,800922,Pyraloidea,Crambidae,Crambinae,Agriphila,vulgivagellus,Agriphila vulgivagellus (Clemens)
1701,800926,Pyraloidea,Crambidae,Crambinae,Chrysoteuchia,topiarius,Chrysoteuchia topiarius (Zeller)
1703,800927,Pyraloidea,Crambidae,Crambinae,Crambus,pascuella,Crambus pascuella (Linnaeus)
1705,800928,Pyraloidea,Crambidae,Crambinae,Crambus,hamella,Crambus hamella (Thunberg)
1707,800929,Pyraloidea,Crambidae,Crambinae,Crambus,alienellus,Crambus alienellus (Zincken)
1709,800930,Pyraloidea,Crambidae,Crambinae,Crambus,bidens,Crambus bidens Zeller
1710,800931,Pyraloidea,Crambidae,Crambinae,Crambus,perlella,Crambus perlella (Scopoli)
1712,800932,Pyraloidea,Crambidae,Crambinae,Crambus,unistriatellus,Crambus unistriatellus Packard
1713,800933,Pyraloidea,Crambidae,Crambinae,Crambus,whitmerellus,Crambus whitmerellus Klots
1715,800935,Pyraloidea,Crambidae,Crambinae,Crambus,awemellus,Crambus awemellus McDunnough
1716,800936,Pyraloidea,Crambidae,Crambinae,Crambus,lyonsellus,Crambus lyonsellus Haimbach
1717,800937,Pyraloidea,Crambidae,Crambinae,Crambus,youngellus,Crambus youngellus Kearfott
1718,800942,Pyraloidea,Crambidae,Crambinae,Crambus,ainsliellus,Crambus ainsliellus Klots
1719,800943,Pyraloidea,Crambidae,Crambinae,Crambus,praefectellus,Crambus praefectellus (Zincken)
1720,800945,Pyraloidea,Crambidae,Crambinae,Crambus,leachellus,Crambus leachellus (Zincken)
1721,800949,Pyraloidea,Crambidae,Crambinae,Crambus,albellus,Crambus albellus Clemens
1722,800950,Pyraloidea,Crambidae,Crambinae,Crambus,agitatellus,Crambus agitatellus Clemens
1723,800951,Pyraloidea,Crambidae,Crambinae,Crambus,saltuellus,Crambus saltuellus Zeller
1724,800953,Pyraloidea,Crambidae,Crambinae,Crambus,girardellus,Crambus girardellus Clemens
1725,800966,Pyraloidea,Crambidae,Crambinae,Crambus,laqueatellus,Crambus laqueatellus Clemens
1726,800969,Pyraloidea,Crambidae,Scopariinae,Gesneria,centuriella,Gesneria centuriella ([Denis & Schiffermüller])
1728,800982,Pyraloidea,Crambidae,Scopariinae,Scoparia,biplagialis,Scoparia biplagialis Walker
1730,800983,Pyraloidea,Crambidae,Scopariinae,Scoparia,penumbralis,Scoparia penumbralis Dyar
1731,800984,Pyraloidea,Crambidae,Scopariinae,Scoparia,cinereomedia,Scoparia cinereomedia Dyar
1732,800985,Pyraloidea,Crambidae,Scopariinae,Scoparia,basalis,Scoparia basalis Walker
1733,800994,Pyraloidea,Crambidae,Scopariinae,Eudonia,vivida,Eudonia vivida Munroe
1734,801003,Pyraloidea,Crambidae,Scopariinae,Eudonia,alpina,Eudonia alpina (Curtis)
1736,801004,Pyraloidea,Crambidae,Scopariinae,Eudonia,strigalis,Eudonia strigalis (Dyar)
1737,801005,Pyraloidea,Crambidae,Scopariinae,Eudonia,heterosalis,Eudonia heterosalis (McDunnough)
1738,801024,Pyraloidea,Crambidae,Glaphyriinae,Glaphyria,sequistrialis,"Glaphyria sequistrialis Hübner, 1823"
1739,801035,Pyraloidea,Crambidae,Glaphyriinae,Xanthophysa,psychialis,Xanthophysa psychialis (Hulst)
1740,801055,Pyraloidea,Crambidae,Glaphyriinae,Lipocosma,sicalis,Lipocosma sicalis (Walker)
1741,801058,Pyraloidea,Crambidae,Glaphyriinae,Lipocosma,intermedialis,Lipocosma intermedialis Barnes & McDunnough
1742,801062,Pyraloidea,Crambidae,Glaphyriinae,Lipocosmodes,fuliginosalis,Lipocosmodes fuliginosalis (Fernald)
1743,801063,Pyraloidea,Crambidae,Glaphyriinae,Dicymolomia,julianalis,Dicymolomia julianalis (Walker)
1744,801069,Pyraloidea,Crambidae,Glaphyriinae,Chalcoela,iphitalis,Chalcoela iphitalis (Walker)
1745,801070,Pyraloidea,Crambidae,Glaphyriinae,Chalcoela,pegasalis,Chalcoela pegasalis (Walker)
1746,801071,Pyraloidea,Crambidae,Glaphyriinae,Evergestis,pallidata,Evergestis pallidata (Hufnagel)
1747,801075,Pyraloidea,Crambidae,Glaphyriinae,Evergestis,unimacula,Evergestis unimacula (Grote & Robinson)
1748,801132,Pyraloidea,Crambidae,Odontiinae,Microtheoris,ophionalis,Microtheoris ophionalis (Walker)
1750,801160,Pyraloidea,Crambidae,Odontiinae,Cliniodes,ostreonalis,Cliniodes ostreonalis (Grote)
1751,801166,Pyraloidea,Crambidae,Spilomelinae,Diastictis,ventralis,Diastictis ventralis (Grote & Robinson)
1753,801173,Pyraloidea,Crambidae,Spilomelinae,Framinghamia,helvalis,Framinghamia helvalis (Walker)
1754,801177,Pyraloidea,Crambidae,Spilomelinae,Lygropia,rivulalis,Lygropia rivulalis Hampson
1755,801184,Pyraloidea,Crambidae,Spilomelinae,Pantographa,limata,Pantographa limata (Grote & Robinson)
1756,801191,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,aeglealis,Herpetogramma aeglealis (Walker)
1757,801192,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,sphingealis,Herpetogramma sphingealis Handfield & Handfield
1758,801193,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,bipunctalis,Herpetogramma bipunctalis (Fabricius)
1759,801195,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,fluctuosalis,Herpetogramma fluctuosalis (Lederer)
1760,801198,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,abdominalis,Herpetogramma abdominalis (Zeller)
1761,801199,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,thestealis,Herpetogramma thestealis (Walker)
1762,801200,Pyraloidea,Crambidae,Spilomelinae,Herpetogramma,theseusalis,Herpetogramma theseusalis (Walker)
1763,801207,Pyraloidea,Crambidae,Spilomelinae,Pilocrocis,ramentalis,Pilocrocis ramentalis Lederer
1764,801230,Pyraloidea,Crambidae,Spilomelinae,Udea,rubigalis,Udea rubigalis (Guenée)
1765,801235,Pyraloidea,Crambidae,Spilomelinae,Udea,torvalis,Udea torvalis (Möschler)
1766,801237,Pyraloidea,Crambidae,Spilomelinae,Udea,inquinatalis,Udea inquinatalis (Zeller)
1767,801242,Pyraloidea,Crambidae,Spilomelinae,Udea,sheppardi,Udea sheppardi (McDunnough)
1768,801250,Pyraloidea,Crambidae,Spilomelinae,Udea,itysalis,Udea itysalis (Walker)
1769,801252,Pyraloidea,Crambidae,Spilomelinae,Udea,radiosalis,Udea radiosalis (Möschler)
1770,801253,Pyraloidea,Crambidae,Spilomelinae,Udea,aenigmatica,Udea aenigmatica (Heinrich)
1771,801254,Pyraloidea,Crambidae,Spilomelinae,Anageshna,primordialis,Anageshna primordialis (Dyar)
1773,801256,Pyraloidea,Crambidae,Spilomelinae,Blepharomastix,ranalis,Blepharomastix ranalis (Guenée)
1774,801262,Pyraloidea,Crambidae,Spilomelinae,Desmia,funeralis,Desmia funeralis (Hübner)
1775,801263,Pyraloidea,Crambidae,Spilomelinae,Desmia,maculalis,Desmia maculalis Westwood
1776,801276,Pyraloidea,Crambidae,Spilomelinae,Diathrausta,reconditalis,Diathrausta reconditalis (Walker)
1777,801277,Pyraloidea,Crambidae,Spilomelinae,Diathrausta,harlequinalis,Diathrausta harlequinalis Dyar
1779,801279,Pyraloidea,Crambidae,Spilomelinae,Hymenia,perspectalis,Hymenia perspectalis (Hübner)
1780,801280,Pyraloidea,Crambidae,Spilomelinae,Spoladea,recurvalis,Spoladea recurvalis (Fabricius)
1781,801283,Pyraloidea,Crambidae,Spilomelinae,Loxostegopsis,merrickalis,Loxostegopsis merrickalis (Barnes & McDunnough)
1782,801295,Pyraloidea,Crambidae,Spilomelinae,Diaphania,nitidalis,Diaphania nitidalis (Stoll)
1783,801316,Pyraloidea,Crambidae,Spilomelinae,Palpita,quadristigmalis,Palpita quadristigmalis (Guenée)
1784,801321,Pyraloidea,Crambidae,Spilomelinae,Palpita,arsaltealis,Palpita arsaltealis (Walker)
1785,801325,Pyraloidea,Crambidae,Spilomelinae,Palpita,magniferalis,Palpita magniferalis (Walker)
1786,801326,Pyraloidea,Crambidae,Spilomelinae,Palpita,aenescentalis,Palpita aenescentalis Munroe
1787,801350,Pyraloidea,Crambidae,Spilomelinae,Diacme,adipaloides,Diacme adipaloides (Grote & Robinson)
1788,801365,Pyraloidea,Crambidae,Spilomelinae,Nomophila,nearctica,Nomophila nearctica Munroe
1789,801401,Pyraloidea,Crambidae,Spilomelinae,Rhectocraspeda,periusalis,Rhectocraspeda periusalis (Walker)
1790,801406,Pyraloidea,Crambidae,Pyraustinae,Saucrobotys,fumoferalis,Saucrobotys fumoferalis (Hulst)
1791,801407,Pyraloidea,Crambidae,Pyraustinae,Saucrobotys,futilalis,Saucrobotys futilalis (Lederer)
1793,801409,Pyraloidea,Crambidae,Pyraustinae,Nascia,acutellus,Nascia acutellus (Walker)
1794,801418,Pyraloidea,Crambidae,Pyraustinae,Crocidophora,serratissimalis,Crocidophora serratissimalis Zeller
1795,801419,Pyraloidea,Crambidae,Pyraustinae,Crocidophora,tuberculalis,Crocidophora tuberculalis Lederer
1796,801420,Pyraloidea,Crambidae,Pyraustinae,Ostrinia,penitalis,Ostrinia penitalis (Grote)
1798,801421,Pyraloidea,Crambidae,Pyraustinae,Ostrinia,obumbratalis,Ostrinia obumbratalis (Lederer)
1799,801422,Pyraloidea,Crambidae,Pyraustinae,Ostrinia,marginalis,Ostrinia marginalis (Walker)
1800,801423,Pyraloidea,Crambidae,Pyraustinae,Ostrinia,nubilalis,Ostrinia nubilalis (Hübner)
1802,801424,Pyraloidea,Crambidae,Pyraustinae,Fumibotys,fumalis,Fumibotys fumalis (Guenée)
1803,801425,Pyraloidea,Crambidae,Pyraustinae,Perispasta,caeculalis,Perispasta caeculalis Zeller
1804,801426,Pyraloidea,Crambidae,Pyraustinae,Anania,hortulata,Anania hortulata (Linnaeus)
1805,801427,Pyraloidea,Crambidae,Pyraustinae,Anania,tertialis,Anania tertialis (Guenée)
1806,801428,Pyraloidea,Crambidae,Pyraustinae,Anania,plectilis,Anania plectilis (Grote & Robinson)
1807,801430,Pyraloidea,Crambidae,Pyraustinae,Anania,quebecensis,Anania quebecensis (Munroe)
1808,801432,Pyraloidea,Crambidae,Pyraustinae,Anania,extricalis,Anania extricalis (Guenée)
1810,801433,Pyraloidea,Crambidae,Pyraustinae,Anania,mysippusalis,Anania mysippusalis (Walker)
1811,801434,Pyraloidea,Crambidae,Pyraustinae,Anania,funebris,Anania funebris (Ström)
1813,801439,Pyraloidea,Crambidae,Pyraustinae,Hahncappsia,marculenta,Hahncappsia marculenta (Grote & Robinson)
1814,801442,Pyraloidea,Crambidae,Pyraustinae,Hahncappsia,neobliteralis,Hahncappsia neobliteralis (Capps)
1815,801444,Pyraloidea,Crambidae,Pyraustinae,Hahncappsia,mancalis,Hahncappsia mancalis (Lederer)
1816,801445,Pyraloidea,Crambidae,Pyraustinae,Hahncappsia,pergilvalis,Hahncappsia pergilvalis (Hulst)
1817,801452,Pyraloidea,Crambidae,Pyraustinae,Achyra,rantalis,Achyra rantalis (Guenée)
1818,801457,Pyraloidea,Crambidae,Pyraustinae,Helvibotys,helvialis,Helvibotys helvialis (Walker)
1819,801464,Pyraloidea,Crambidae,Pyraustinae,Sitochroa,dasconalis,Sitochroa dasconalis (Walker)
1820,801465,Pyraloidea,Crambidae,Pyraustinae,Sitochroa,chortalis,Sitochroa chortalis (Grote)
1821,801470,Pyraloidea,Crambidae,Pyraustinae,Uresiphita,reversalis,Uresiphita reversalis (Guenée)
1822,801483,Pyraloidea,Crambidae,Pyraustinae,Loxostege,sticticalis,Loxostege sticticalis (Linnaeus)
1824,801489,Pyraloidea,Crambidae,Pyraustinae,Loxostege,anartalis,Loxostege anartalis (Grote)
1826,801490,Pyraloidea,Crambidae,Pyraustinae,Loxostege,ephippialis,Loxostege ephippialis (Zetterstedt)
1827,801491,Pyraloidea,Crambidae,Pyraustinae,Loxostege,thallophilalis,Loxostege thallophilalis (Hulst)
1828,801495,Pyraloidea,Crambidae,Pyraustinae,Loxostege,commixtalis,Loxostege commixtalis (Walker)
1829,801496,Pyraloidea,Crambidae,Pyraustinae,Loxostege,cereralis,Loxostege cereralis (Zeller)
1830,801511,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,nicalis,Pyrausta nicalis (Grote)
1831,801513,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,signatalis,Pyrausta signatalis (Walker)
1832,801519,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,bicoloralis,Pyrausta bicoloralis (Guenée)
1833,801536,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,generosa,Pyrausta generosa (Grote & Robinson)
1834,801538,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,orphisalis,Pyrausta orphisalis Walker
1835,801540,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,subsequalis,Pyrausta subsequalis (Guenée)
1837,801541,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,borealis,Pyrausta borealis Packard
1838,801549,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,unifascialis,Pyrausta unifascialis (Packard)
1840,801552,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,acrionalis,Pyrausta acrionalis (Walker)
1841,801554,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,niveicilialis,Pyrausta niveicilialis (Grote)
1842,801555,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,fodinalis,Pyrausta fodinalis (Lederer)
1844,801556,Pyraloidea,Crambidae,Pyraustinae,Pyrausta,socialis,Pyrausta socialis (Grote)
1846,850003,Drepanoidea,Drepanidae,Thyatirinae,Habrosyne,scripta,Habrosyne scripta (Gosse)
1847,850004,Drepanoidea,Drepanidae,Thyatirinae,Habrosyne,gloriosa,Habrosyne gloriosa (Guenée)
1849,850005,Drepanoidea,Drepanidae,Thyatirinae,Pseudothyatira,cymatophoroides,Pseudothyatira cymatophoroides (Guenée)
1850,850008,Drepanoidea,Drepanidae,Thyatirinae,Euthyatira,pudens,Euthyatira pudens (Guenée)
1851,850019,Drepanoidea,Drepanidae,Drepaninae,Drepana,arcuata,Drepana arcuata Walker
1852,850020,Drepanoidea,Drepanidae,Drepaninae,Drepana,bilineata,Drepana bilineata (Packard)
1853,850021,Drepanoidea,Drepanidae,Drepaninae,Eudeilinia,herminiata,Eudeilinia herminiata (Guenée)
1854,850023,Drepanoidea,Drepanidae,Drepaninae,Oreta,rosea,Oreta rosea (Walker)
1855,870003,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Phyllodesma,americana,Phyllodesma americana (Harris)
1856,870014,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Malacosoma,disstria,Malacosoma disstria Hübner
1857,870017,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Malacosoma,americana,Malacosoma americana (Fabricius)
1858,870018,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Malacosoma,californica,Malacosoma californica (Packard)
1860,870021,Lasiocampoidea,Lasiocampidae,Macromphaliinae,Tolype,velleda,Tolype velleda (Stoll)
1861,870024,Lasiocampoidea,Lasiocampidae,Macromphaliinae,Tolype,laricis,Tolype laricis (Fitch)
1862,890001,Bombycoidea,Apatelodidae,[Apatelodinae],Apatelodes,torrefacta,Apatelodes torrefacta (Smith)
1863,890004,Bombycoidea,Apatelodidae,[Apatelodinae],Olceclostera,angelica,Olceclostera angelica (Grote)
1864,890012,Bombycoidea,Saturniidae,Ceratocampinae,Eacles,imperialis,Eacles imperialis (Drury)
1866,890017,Bombycoidea,Saturniidae,Ceratocampinae,Anisota,virginiensis,Anisota virginiensis (Drury)
1867,890022,Bombycoidea,Saturniidae,Ceratocampinae,Dryocampa,rubicunda,Dryocampa rubicunda (Fabricius)
1868,890041,Bombycoidea,Saturniidae,Hemileucinae,Hemileuca,lucina,Hemileuca lucina Edwards
1869,890055,Bombycoidea,Saturniidae,Hemileucinae,Automeris,io,Automeris io (Fabricius)
1871,890070,Bombycoidea,Saturniidae,Saturniinae,Antheraea,polyphemus,Antheraea polyphemus (Cramer)
1872,890072,Bombycoidea,Saturniidae,Saturniinae,Actias,luna,Actias luna (Linnaeus)
1873,890079,Bombycoidea,Saturniidae,Saturniinae,Callosamia,promethea,Callosamia promethea (Drury)
1874,890082,Bombycoidea,Saturniidae,Saturniinae,Hyalophora,cecropia,Hyalophora cecropia (Linnaeus)
1875,890083,Bombycoidea,Saturniidae,Saturniinae,Hyalophora,columbia,Hyalophora columbia (Smith)
1876,890091,Bombycoidea,Sphingidae,Sphinginae,Manduca,quinquemaculata,Manduca quinquemaculata (Haworth)
1877,890100,Bombycoidea,Sphingidae,Sphinginae,Dolba,hyloeus,Dolba hyloeus (Drury)
1878,890102,Bombycoidea,Sphingidae,Sphinginae,Ceratomia,amyntor,Ceratomia amyntor (Geyer)
1879,890103,Bombycoidea,Sphingidae,Sphinginae,Ceratomia,undulosa,Ceratomia undulosa (Walker)
1880,890111,Bombycoidea,Sphingidae,Sphinginae,Sphinx,chersis,Sphinx chersis (Hübner)
1881,890116,Bombycoidea,Sphingidae,Sphinginae,Sphinx,canadensis,Sphinx canadensis Boisduval
1882,890118,Bombycoidea,Sphingidae,Sphinginae,Sphinx,kalmiae,Sphinx kalmiae Smith
1883,890121,Bombycoidea,Sphingidae,Sphinginae,Sphinx,poecila,Sphinx poecila Stephens
1884,890122,Bombycoidea,Sphingidae,Sphinginae,Sphinx,luscitiosa,Sphinx luscitiosa Clemens
1885,890123,Bombycoidea,Sphingidae,Sphinginae,Sphinx,drupiferarum,Sphinx drupiferarum Smith
1886,890128,Bombycoidea,Sphingidae,Sphinginae,Lintneria,eremitus,Lintneria eremitus (Hübner)
1887,890136,Bombycoidea,Sphingidae,Sphinginae,Lapara,bombycoides,Lapara bombycoides Walker
1888,890140,Bombycoidea,Sphingidae,Smerinthinae,Smerinthus,jamaicensis,Smerinthus jamaicensis (Drury)
1889,890141,Bombycoidea,Sphingidae,Smerinthinae,Smerinthus,cerisyi,Smerinthus cerisyi Kirby
1890,890144,Bombycoidea,Sphingidae,Smerinthinae,Paonias,excaecata,Paonias excaecata (Smith)
1891,890145,Bombycoidea,Sphingidae,Smerinthinae,Paonias,myops,Paonias myops (Smith)
1892,890147,Bombycoidea,Sphingidae,Smerinthinae,Amorpha,juglandis,Amorpha juglandis (Smith)
1893,890148,Bombycoidea,Sphingidae,Smerinthinae,Pachysphinx,modesta,Pachysphinx modesta (Harris)
1894,890177,Bombycoidea,Sphingidae,Macroglossinae,Hemaris,thysbe,Hemaris thysbe (Fabricius)
1895,890178,Bombycoidea,Sphingidae,Macroglossinae,Hemaris,gracilis,Hemaris gracilis (Grote & Robinson)
1896,890179,Bombycoidea,Sphingidae,Macroglossinae,Hemaris,diffinis,Hemaris diffinis (Boisduval)
1897,890182,Bombycoidea,Sphingidae,Macroglossinae,Eumorpha,pandorus,Eumorpha pandorus (Hübner)
1898,890192,Bombycoidea,Sphingidae,Macroglossinae,Sphecodina,abbottii,Sphecodina abbottii (Swainson)
1899,890193,Bombycoidea,Sphingidae,Macroglossinae,Deidamia,inscripta,Deidamia inscripta (Harris)
1900,890194,Bombycoidea,Sphingidae,Macroglossinae,Amphion,floridensis,Amphion floridensis Clark
1901,890199,Bombycoidea,Sphingidae,Macroglossinae,Proserpinus,flavofasciata,Proserpinus flavofasciata (Walker)
1902,890206,Bombycoidea,Sphingidae,Macroglossinae,Darapsa,versicolor,Darapsa versicolor (Harris)
1903,890207,Bombycoidea,Sphingidae,Macroglossinae,Darapsa,myron,Darapsa myron (Cramer)
1904,890208,Bombycoidea,Sphingidae,Macroglossinae,Darapsa,choerilus,Darapsa choerilus (Cramer)
1905,890215,Bombycoidea,Sphingidae,Macroglossinae,Hyles,euphorbiae,Hyles euphorbiae (Linnaeus)
1906,890216,Bombycoidea,Sphingidae,Macroglossinae,Hyles,gallii,Hyles gallii (Rottemburg)
1907,910002,Geometroidea,Uraniidae,Epipleminae,Callizzia,amorata,Callizzia amorata Packard
1908,910006,Geometroidea,Uraniidae,Epipleminae,Calledapteryx,dryopterata,Calledapteryx dryopterata Grote
1909,910015,Geometroidea,Geometridae,Larentiinae,Dysstroma,citrata,Dysstroma citrata (Linnaeus)
1910,910018,Geometroidea,Geometridae,Larentiinae,Dysstroma,suspectata,Dysstroma suspectata (Möschler)
1911,910021,Geometroidea,Geometridae,Larentiinae,Dysstroma,truncata,Dysstroma truncata (Hufnagel)
1913,910022,Geometroidea,Geometridae,Larentiinae,Dysstroma,walkerata,Dysstroma walkerata (Pearsall)
1914,910024,Geometroidea,Geometridae,Larentiinae,Dysstroma,hersiliata,Dysstroma hersiliata (Guenée)
1915,910029,Geometroidea,Geometridae,Larentiinae,Dysstroma,brunneata,Dysstroma brunneata (Packard)
1917,910031,Geometroidea,Geometridae,Larentiinae,Eulithis,diversilineata,Eulithis diversilineata (Hübner)
1918,910032,Geometroidea,Geometridae,Larentiinae,Eulithis,gracilineata,Eulithis gracilineata (Guenée)
1919,910034,Geometroidea,Geometridae,Larentiinae,Eulithis,propulsata,Eulithis propulsata (Walker)
1920,910035,Geometroidea,Geometridae,Larentiinae,Eulithis,prunata,Eulithis prunata (Linnaeus)
1921,910037,Geometroidea,Geometridae,Larentiinae,Eulithis,testata,Eulithis testata (Linnaeus)
1922,910038,Geometroidea,Geometridae,Larentiinae,Eulithis,mellinata,Eulithis mellinata (Fabricius)
1923,910039,Geometroidea,Geometridae,Larentiinae,Eulithis,molliculata,Eulithis molliculata (Walker)
